366.108,8.74056,0,-374.84856
349.767,8.702639999999999,0,-358.46963999999997
332.186,8.49408,3.645,-344.32507999999996
322.01199999999994,8.323440000000002,20.82,-351.15543999999994
314.587,8.209680000000002,46.224000000000004,-369.02067999999997
303.05,7.982160000000002,74.838,-385.87016000000006
293.92900000000003,7.887360000000001,113.644,-415.46036000000004
283.224,7.678800000000002,112.053,-402.9558
275.51800000000003,7.508160000000002,110.318,-393.34416
266.224,7.261680000000002,109.076,-382.56168
260.106,7.110000000000001,108.158,-375.374
251.991,6.920400000000002,107.22,-366.1314
243.871,6.692880000000001,107.014,-357.57788
235.279,6.427440000000001,105.168,-346.87444
227.86599999999999,6.1999200000000005,101.377,-335.44291999999996
221.749,6.0672,98.97900000000001,-326.7952
213.983,5.83968,92.989,-312.81168
208.454,5.650080000000001,84.203,-298.30708000000004
202.159,5.47944,76.246,-283.88444
195.982,5.3088,68.84100000000001,-270.1318
190.923,5.1950400000000005,61.858,-257.97604
184.864,5.06232,56.31999999999999,-246.24632
179.805,4.9485600000000005,52.182,-236.93556
173.74599999999998,4.81584,48.184,-226.74584
168.687,4.70208,44.326,-217.71508
162.628,4.56936,40.608,-207.80535999999998
155.804,4.41768,37.03,-197.25168
149.745,4.28496,33.592,-187.62196
142.86200000000002,4.13328,30.294,-177.28928000000005
137.626,4.01952,27.136,-168.78152
132.213,3.9057600000000003,24.118000000000002,-160.23675999999998
125.212,3.754080000000001,21.24,-150.20608000000001
118.86000000000001,3.62136,18.502,-140.98336
112.86099999999999,3.48864,15.903999999999998,-132.25364
106.09800000000001,3.3369600000000004,13.446,-122.88096000000002
100.453,3.20424,11.128,-114.78524
95.923,3.0904800000000003,9.129,-108.14248
89.804,2.95776,7.055999999999999,-99.81775999999999
83.923,2.8060799999999997,5.123,-91.85208
78.33699999999999,2.6354399999999996,3.3299999999999996,-84.30243999999999
73.22,2.4837599999999997,1.677,-77.38076000000001
68.457,2.3131199999999996,0.164,-70.93412
64.104,2.14248,0,-66.24648
59.925999999999995,1.95288,0,-61.878879999999995
56.28,1.8580799999999997,0,-58.13808
52.811,1.7822399999999998,0,-54.59324
49.46,1.6874399999999998,0,-51.14744
46.283,1.5926399999999998,0,-47.875640000000004
44.107,1.5168,0,-45.6238
42.049,1.4409599999999998,0,-43.489959999999996
39.227000000000004,1.3461599999999998,0,-40.57316
37.405,1.2703200000000001,0,-38.67532
34.818999999999996,1.1755200000000001,0,-35.994519999999994
32.407,1.0807200000000001,0,-33.487719999999996
30.936999999999998,1.00488,0,-31.941879999999998
28.878999999999994,0.9669600000000002,0,-29.845959999999994
25.879999999999995,0.9100800000000002,0,-26.790079999999996
24.528999999999993,0.8911200000000001,0,-25.420119999999994
21.586999999999996,0.8342400000000002,0,-22.421239999999997
19.526999999999994,0.7963200000000001,0,-20.323319999999995
17.584999999999997,0.7584000000000001,0,-18.3434
15.760999999999997,0.72048,0,-16.481479999999998
14.054999999999998,0.6825600000000001,0,-14.737559999999998
12.408999999999999,0.64464,0,-13.05364
10.762999999999998,0.60672,0,-11.369719999999997
9.116999999999999,0.54984,0,-9.666839999999999
7.411999999999999,0.49295999999999995,0,-7.904959999999999
5.883,0.43607999999999997,0,-6.31908
4.529,0.3792,0,-4.9082
3.352,0.32232,0,-3.67432
2.352,0.26544,0,-2.6174399999999998
1.529,0.20856000000000002,0,-1.73756
0.8829999999999999,0.15168,0,-1.0346799999999998
0.413,0.0948,0,-0.5078
0.118,0.03792,0,-0.15592
0.0,0.0,0,-0.0
0.0,0.0,0,-0.0
